timestamp,roll,pitch,heave,wave_height_swell,wave_height_sea,wave_dir_swell,wave_dir_sea,peak_period_swell,peak_period_sea
2024-02-20 21:00:00+00:00,1.2326046609959151,1.1619943952052063,1.2637587378363095,1.41,0.39,136,70,7.7,2.9
2024-02-21 00:00:00+00:00,1.1635037607527878,1.108818017536843,1.054632814414337,1.44,0.39,127,45,7.7,2.9
2024-02-21 03:00:00+00:00,1.105274334151486,1.021168252171904,1.0802710683168333,1.44,0.38,125,23,7.7,3.0
2024-02-21 06:00:00+00:00,1.1677910497236796,1.0569718434679118,1.0466024315314009,1.54,0.24,125,75,7.9,2.4
2024-02-21 09:00:00+00:00,1.2673365616304073,1.1346467355774905,1.2374717650437406,1.55,0.35,125,28,8.0,2.9
2024-02-21 12:00:00+00:00,1.4175480890475636,1.334996982411484,1.3371726454800532,1.61,0.51,119,27,8.1,3.5
2024-02-21 15:00:00+00:00,1.3227753926989705,1.2483851982959706,1.0933256708616477,1.75,0.61,104,27,8.0,3.6
2024-02-21 18:00:00+00:00,1.5329673793912497,1.3742473215905338,1.161608484379087,1.77,0.91,114,30,8.3,4.4
2024-02-21 21:00:00+00:00,1.691137093713024,1.7271833760443873,1.2911625643618556,1.57,1.5,150,35,8.7,5.6
2024-02-22 00:00:00+00:00,1.4809181694450877,1.4945646142162403,1.4173430199689196,1.55,1.74,150,34,8.7,5.8
2024-02-22 03:00:00+00:00,1.7027915177740787,1.6356524699489183,1.7880747544436297,1.36,2.04,172,38,9.1,6.0
2024-02-22 06:00:00+00:00,2.130129155975764,1.6920231775979848,1.2905470240322743,1.57,1.86,136,29,8.7,5.8
2024-02-22 09:00:00+00:00,2.066440548724036,1.5007779758019058,1.1994079041949455,1.29,2.21,170,36,9.1,6.1
2024-02-22 12:00:00+00:00,2.058614066105191,1.4469936275776332,1.9368442035989082,1.69,1.91,107,23,8.3,5.7
2024-02-22 15:00:00+00:00,2.356550931461083,1.4034572607713827,1.629651561463537,1.37,1.92,140,36,8.7,6.0
2024-02-22 18:00:00+00:00,2.2679349099825825,1.3351349334353184,1.6467666732411579,1.2,2.3,167,43,9.0,6.3
2024-02-22 21:00:00+00:00,1.7856164863967017,1.44299375026209,1.6713272378784096,1.1,2.6,154,41,8.9,6.4
2024-02-23 00:00:00+00:00,2.017544831700017,1.5967734672948743,1.4536017454413113,1.1,2.8,144,38,8.7,6.5
2024-02-23 03:00:00+00:00,2.1373052224880293,1.5061279386912583,1.4420656770913638,1.3,2.4,111,35,8.2,6.3
2024-02-23 06:00:00+00:00,2.2130635710938558,1.5281994801288223,1.3604043059644262,1.28,2.05,112,35,8.4,6.0
2024-02-23 09:00:00+00:00,2.164687421433318,1.4301041999568898,1.2939434272123345,1.21,1.95,112,34,8.4,5.8
2024-02-23 12:00:00+00:00,1.999892845198019,1.2902116859999748,1.310909860566563,1.22,1.77,103,32,8.2,5.6
2024-02-23 15:00:00+00:00,1.833808164114457,1.1979515429047742,1.2306997627359775,1.16,1.69,104,36,8.2,5.6
2024-02-23 18:00:00+00:00,1.9628579274355615,1.1224963007412363,1.431068892259209,1.25,1.36,99,34,7.9,5.3
2024-02-23 21:00:00+00:00,1.7385516064544664,1.055736032629451,1.3056925448002072,1.18,1.32,104,36,8.0,5.3
2024-02-24 00:00:00+00:00,1.6649701111513533,1.1068306086604172,1.2349912259089142,1.1,1.4,109,35,8.1,5.2
2024-02-24 03:00:00+00:00,1.8396156011220113,1.0836686728067224,1.322754155318854,0.98,1.72,120,37,8.3,5.4
2024-02-24 06:00:00+00:00,1.9109145323255134,1.1418990222289527,1.2205083659501164,1.31,1.45,88,28,7.6,5.3
2024-02-24 09:00:00+00:00,1.9103506888028863,1.1400422020534013,1.2187502386410327,1.48,1.06,74,21,7.3,4.7
2024-02-24 12:00:00+00:00,1.4715326992477507,1.186179132932974,1.2790200297208383,1.43,0.87,74,23,7.2,4.4
2024-02-24 15:00:00+00:00,1.5047780307974854,1.1078079675348982,1.2465533957420676,1.37,0.77,72,31,7.3,4.1
2024-02-24 18:00:00+00:00,1.4784696886894424,1.0763727880451528,1.2499273669810314,1.43,0.46,68,26,7.1,3.1
2024-02-24 21:00:00+00:00,1.2943826528752078,0.995908045606501,1.2408371966386214,1.3,0.57,74,27,7.3,3.5
2024-02-25 00:00:00+00:00,1.321395096910655,0.9122730201689025,1.230468181042016,1.16,0.79,83,25,7.5,4.1
2024-02-25 03:00:00+00:00,1.0371417920968187,0.8922492208554638,1.1563247799065548,1.2,0.7,77,14,7.1,3.8
2024-02-25 06:00:00+00:00,1.0056816292136435,0.8978167183643274,1.0737146934285513,1.19,0.69,80,13,7.4,3.7
2024-02-25 09:00:00+00:00,1.0900744322020175,0.9918200306293559,1.1152918991422776,1.19,0.57,77,6,7.3,3.4
2024-02-25 12:00:00+00:00,1.09131708081709,1.0570660820251687,1.0812862292792627,1.18,0.46,74,2,7.1,3.1
2024-02-25 15:00:00+00:00,1.2187524898703752,0.9918454145140042,1.0871545340990916,1.16,0.21,70,359,7.0,2.1
2024-02-25 18:00:00+00:00,1.0951448533985522,0.9621017274941732,1.1450182697232898,1.06,0.13,77,124,7.3,1.8
2024-02-25 21:00:00+00:00,1.1474662171270567,0.895516770459484,1.2771225737987297,1.02,0.19,78,107,7.5,2.1
2024-02-26 00:00:00+00:00,1.1834581430564843,1.027979710464332,1.1786529131888925,0.99,0.18,79,100,7.5,2.1
2024-02-26 03:00:00+00:00,1.098116833053073,1.072212634041661,1.2096462065386013,0.99,0.11,84,54,7.4,1.7
2024-02-26 06:00:00+00:00,1.2071292032384897,0.9634057961110484,1.172968552948346,0.99,0.12,85,50,7.6,1.7
2024-02-26 09:00:00+00:00,1.1361098021764278,0.9467652538928215,1.2155861657599942,1.03,0.09,97,134,7.4,1.7
2024-02-26 12:00:00+00:00,1.1264824052773172,0.8839874410588793,1.2778340163231243,1.12,0.13,118,122,7.2,1.9
2024-02-26 15:00:00+00:00,1.4611140370296396,0.9725278600559123,1.5917458338159065,1.14,0.62,133,142,7.8,4.0
2024-02-26 18:00:00+00:00,1.674061793987176,1.0378356918663587,1.5902298891652138,1.1,1.0,157,130,8.1,4.6
2024-02-26 21:00:00+00:00,1.8172805763773074,0.9975212412689132,1.381595118004746,1.3,1.1,167,120,8.4,4.8
2024-02-27 00:00:00+00:00,1.8979353113704007,1.0530550456195455,1.426404616876336,1.6,0.8,168,110,8.4,4.8
2024-02-27 03:00:00+00:00,2.6321059469014028,1.65060793612394,1.6472830222114885,1.7,1.1,169,105,8.6,4.8
2024-02-27 06:00:00+00:00,2.8933859161058164,1.6977323118093548,1.6282396097201195,1.94,0.78,160,93,8.4,4.1
2024-02-27 09:00:00+00:00,3.173818371694467,1.7905491161204288,1.6371494569695453,1.94,0.69,159,76,8.5,3.8
2024-02-27 12:00:00+00:00,3.487008948719157,1.7955898533093557,1.6863210448283446,1.9,0.69,159,67,8.5,3.8
2024-02-27 15:00:00+00:00,3.0890253902462304,1.7632188639966273,1.514338723559916,1.81,0.77,160,66,8.6,4.0
2024-02-27 18:00:00+00:00,3.1151841965896643,1.5697915807255916,1.4548776622187105,1.7,0.8,161,62,8.6,4.1
2024-02-27 21:00:00+00:00,2.597237061097435,1.379503982413507,1.4070137946134573,1.6,0.9,160,53,8.6,4.1
2024-02-28 00:00:00+00:00,2.19496628028602,1.1802442308873506,1.7001211193295003,1.4,0.9,156,40,8.4,4.0
2024-02-28 03:00:00+00:00,1.7769631589032109,1.2914959085611009,1.4767564757676372,1.4,1.2,154,28,8.5,4.2
2024-02-28 06:00:00+00:00,1.6510243959081423,1.1130489757545112,1.5656683958565294,1.4,1.1,142,19,8.2,4.3
2024-02-28 09:00:00+00:00,1.3486314269660045,1.1895990903238243,1.683536107112833,1.3,1.0,133,14,8.0,4.2
2024-02-28 12:00:00+00:00,1.4649364215202787,1.1494176712302733,1.7092666932543463,1.54,0.4,110,353,7.5,2.7
2024-02-28 15:00:00+00:00,1.3770984529115586,1.137303588835783,2.7748222496441644,1.0,0.1,119,289,7.7,2.0
2024-02-28 18:00:00+00:00,1.4072734014977364,1.2733114642719539,1.9688573136750185,1.3,0.2,130,279,8.4,2.4
2024-02-28 21:00:00+00:00,1.0886351435683181,1.0772243264147274,1.135891384190797,1.48,0.2,138,281,8.6,2.7
2024-02-29 00:00:00+00:00,1.1546065104424583,1.3462756434557956,1.109090282597434,1.3,0.3,152,281,8.5,3.1
2024-02-29 03:00:00+00:00,1.5683503701376735,1.3364728678365312,1.1349528384243062,1.3,1.0,160,258,8.7,4.0
2024-02-29 06:00:00+00:00,1.9701204474907394,1.737171709491831,1.2899775478639834,1.68,0.47,148,232,9.1,3.3
2024-02-29 09:00:00+00:00,3.145982687504591,1.9773282213435364,1.2641615922708906,1.82,0.44,147,224,8.9,3.0
2024-02-29 12:00:00+00:00,3.409177970587762,1.671710581495015,1.171295930755396,1.82,0.45,145,212,8.9,3.2
2024-02-29 15:00:00+00:00,2.499475200446885,1.583123953319896,1.220071816066254,1.75,0.6,145,180,8.8,3.8
2024-02-29 18:00:00+00:00,1.6976121268746958,1.5506481719105816,1.2586712012953971,1.7,0.36,144,151,8.5,2.9
2024-02-29 21:00:00+00:00,1.6199120520024801,1.5708460808500253,1.1793461947158745,1.64,0.37,144,122,8.3,2.7
2024-03-01 00:00:00+00:00,1.6236019943164717,1.5463444349598512,1.3994988962958899,1.63,0.2,141,105,7.9,2.1
2024-03-01 03:00:00+00:00,1.7455161304704707,1.5242722869837602,1.7829840025395145,1.64,0.11,140,106,7.8,1.7
2024-03-01 06:00:00+00:00,1.9496006555644991,1.2803736497570082,1.8333760554141345,1.63,0.22,139,114,7.9,2.3
2024-03-01 09:00:00+00:00,1.8946217178652303,1.2592967499756644,1.2390696382255637,1.61,0.28,139,118,8.0,2.6
2024-03-01 12:00:00+00:00,1.6362011349979362,1.2045388562301151,1.1848241059674078,1.57,0.27,138,135,7.9,2.5
2024-03-01 15:00:00+00:00,1.5109210247661686,1.2865044583445753,1.339596907174388,1.5,0.34,139,144,8.0,2.8
2024-03-01 18:00:00+00:00,1.4935073559829022,1.1484132319363662,1.3582343140676998,1.42,0.65,141,148,8.5,3.8
2024-03-01 21:00:00+00:00,1.512975773741908,1.1545497916327243,1.341127071554968,1.45,0.55,144,154,8.0,3.3
2024-03-02 00:00:00+00:00,1.6646621180151744,1.047272973275612,1.7357158443897331,1.31,0.79,142,164,8.4,4.2
2024-03-02 03:00:00+00:00,1.3457076151184713,1.0428903132482659,1.7203118558029837,1.32,0.79,146,161,8.2,4.1
2024-03-02 06:00:00+00:00,1.410388605551497,0.9207758930399608,1.6457483401392818,1.33,0.81,146,161,8.0,4.3
2024-03-02 09:00:00+00:00,1.4892916003779475,1.0384577451537385,1.5751501968245507,1.46,0.55,148,162,7.6,3.4
2024-03-02 12:00:00+00:00,1.426708894888041,1.0096907912400985,1.2511834050085038,1.5,0.46,146,169,7.6,3.1
2024-03-02 15:00:00+00:00,1.4428204443957933,1.0289843396024994,1.3014435011442127,1.46,0.63,141,169,8.0,3.8
2024-03-02 18:00:00+00:00,1.2363316900211467,1.0395784461165707,1.6078722972722836,1.48,0.67,138,162,8.3,3.9
2024-03-02 21:00:00+00:00,1.1913777277091273,1.1055885857985426,1.3675004012829906,1.59,0.53,140,136,8.2,3.3
2024-03-03 00:00:00+00:00,1.2601487640021571,1.1633401499495477,1.1921589429823158,1.66,0.22,140,96,8.1,2.1
2024-03-03 03:00:00+00:00,1.3640452685063864,1.1672029216023025,1.2055962916393554,1.68,0.03,141,127,8.4,1.0
2024-03-03 06:00:00+00:00,1.5339627858913811,1.173598280389108,1.3066062491451753,1.63,0.1,145,73,8.8,1.7
2024-03-03 09:00:00+00:00,1.8659650040433868,1.2540635579231147,1.21684403711083,1.67,0.07,151,63,9.2,1.6
2024-03-03 12:00:00+00:00,2.417142562797978,1.1647673478601384,1.1884946239991312,1.71,0.13,157,74,9.5,2.0
2024-03-03 15:00:00+00:00,2.268250080603196,1.1923882411971696,1.302504382617272,1.73,0.19,160,79,9.7,2.1
2024-03-03 18:00:00+00:00,2.581026842823247,1.1567051306013578,1.3851250240635335,1.72,0.37,163,93,9.7,2.8
2024-03-03 21:00:00+00:00,2.7031335477945673,1.4288504562368338,1.318815969091756,1.69,0.43,162,76,9.5,2.7
2024-03-04 00:00:00+00:00,2.682937037624,1.5473332646794113,1.4245404333310914,1.64,0.54,160,62,9.3,3.0
2024-03-04 03:00:00+00:00,2.3475741591757857,1.6368086457965028,1.4923968821013558,1.59,0.52,155,42,9.1,3.1
2024-03-04 06:00:00+00:00,2.372227184718623,1.7604816183706793,1.691803870940987,1.55,0.63,151,33,9.0,3.4
2024-03-04 09:00:00+00:00,2.565338066098569,1.5407473891688428,1.6918886200459606,1.47,0.65,148,29,8.9,3.4
2024-03-04 12:00:00+00:00,2.6019504911206717,1.6293086535986023,1.778724782586774,1.42,0.61,144,28,8.8,3.4
2024-03-04 15:00:00+00:00,1.9264848715139327,1.539842735961625,1.7206735821455035,1.4,0.54,138,48,8.7,3.3
2024-03-04 18:00:00+00:00,1.5997784523264358,1.4954909109273218,1.4690091922717918,1.35,0.57,137,69,8.9,3.4
2024-03-04 21:00:00+00:00,1.409267776293777,1.2829405450033717,1.4680070720838514,1.3,0.79,137,68,9.2,3.6
2024-03-05 00:00:00+00:00,1.184007843294713,1.2093472310564626,2.049320687004828,1.32,0.82,134,49,9.2,3.6
2024-03-05 03:00:00+00:00,1.2458321480333874,1.2902844089194048,1.8637986178001364,1.39,0.75,133,35,9.5,3.6
2024-03-05 06:00:00+00:00,1.2834359404244609,1.3434000279635105,1.9485222883067024,1.54,0.58,145,35,10.9,3.3
2024-03-05 09:00:00+00:00,1.3950128115841447,1.375712049117954,1.779582580717714,1.82,0.65,165,31,12.4,3.4
2024-03-05 12:00:00+00:00,2.0673763175957234,1.4531587516121038,1.2854895000687427,2.22,0.68,180,31,13.4,3.5
2024-03-05 15:00:00+00:00,3.3812071858409776,1.8402121238068874,1.3187752698511657,2.61,0.52,188,45,13.7,3.4
2024-03-05 18:00:00+00:00,7.564721781278747,2.595137066299098,1.3387713698499764,2.91,0.49,191,45,13.9,3.3
2024-03-05 21:00:00+00:00,3.5866665629415957,3.3851250023824724,1.2900846249146676,3.17,0.24,193,25,13.9,2.2
2024-03-06 00:00:00+00:00,3.2794567878451146,3.6126289639122713,1.3643133800986236,3.36,0.21,195,310,14.0,1.9
2024-03-06 03:00:00+00:00,4.266110124574027,3.68154679682194,6.163631242903735,3.5,0.27,196,265,14.0,2.2
2024-03-06 06:00:00+00:00,3.947040517733943,3.564536108033404,2.898894681168235,3.54,0.23,196,237,13.9,2.1
2024-03-06 09:00:00+00:00,4.177609944878472,3.5429595405397825,2.0722814090634905,3.5,0.3,197,226,13.6,2.4
2024-03-06 12:00:00+00:00,3.694853365094742,3.841078421106327,1.7288243975578594,3.38,0.29,198,199,13.2,2.6
2024-03-06 15:00:00+00:00,3.6204057848149542,4.082121488131399,1.8508973504597344,3.22,0.34,198,175,12.7,2.7
2024-03-06 18:00:00+00:00,4.105426494379121,3.951246828415152,2.3954865419640514,3.08,0.73,199,162,12.1,4.0
2024-03-06 21:00:00+00:00,5.414253439898757,3.52426224389807,2.606533907095054,2.98,0.87,199,148,11.5,4.0
2024-03-07 00:00:00+00:00,7.752809615717448,3.675155467758465,1.898799252550011,2.92,0.55,196,125,11.0,3.2
2024-03-07 03:00:00+00:00,7.15852005693335,3.563576528263105,1.5238440518120435,2.74,0.78,197,143,11.1,4.1
2024-03-07 06:00:00+00:00,6.754998511202347,3.39413893771028,1.871779455938204,2.4,0.6,196,127,10.9,3.8
2024-03-07 09:00:00+00:00,3.967501336964994,3.038589562206293,1.6185865586532828,2.3,0.5,195,121,10.6,3.3
2024-03-07 12:00:00+00:00,2.8326365236384734,2.7256412417547415,2.5366158789366517,2.4,0.9,198,134,10.8,4.2
2024-03-07 15:00:00+00:00,2.487162960831812,2.5516789298995053,1.516696056877334,2.4,1.0,197,129,10.7,4.2
2024-03-07 18:00:00+00:00,3.6001917265998404,2.5471084229866747,1.296651894050728,0.2,2.0,197,128,10.7,4.4
2024-03-07 21:00:00+00:00,4.434212970013524,2.7265705218507756,1.3627719536239,0.2,2.1,194,122,10.4,4.5
2024-03-08 00:00:00+00:00,6.925370400023311,2.5052925309244687,1.3065224558127049,0.1,2.1,190,110,10.0,4.5
2024-03-08 03:00:00+00:00,4.787548464054829,2.6226183265818794,1.3002596166479978,0.2,2.0,185,110,9.8,4.2
2024-03-08 06:00:00+00:00,3.341617612177284,2.63965323091593,1.7862374584938854,1.97,0.99,189,113,10.2,4.7
2024-03-08 09:00:00+00:00,1.930905291979971,2.582508324303733,1.550655337754506,1.95,0.88,186,105,10.1,4.6
2024-03-08 12:00:00+00:00,2.1061384802315324,2.354295275241378,1.2022311076503036,1.84,1.01,187,104,10.3,4.7
2024-03-08 15:00:00+00:00,1.928281969282163,2.318626594207595,1.171059166138902,1.78,1.2,186,104,10.4,4.7
2024-03-08 18:00:00+00:00,1.8899268561275093,1.9631241425222519,1.2396515739403704,1.5,1.0,184,106,10.6,4.6
2024-03-08 21:00:00+00:00,1.8691585466630414,2.1130564788257615,1.276798471263103,1.7,1.1,181,95,10.4,4.7
2024-03-09 00:00:00+00:00,1.7935081479981525,2.093102075580259,2.8853975384472514,1.7,1.0,175,85,10.0,4.8
2024-03-09 03:00:00+00:00,3.359991836842469,1.7356225848337563,1.3232169232493014,0.2,2.0,167,70,9.4,4.7
2024-03-09 06:00:00+00:00,3.2851176493020713,1.7457612562488425,1.3433413308686748,1.83,0.86,161,63,9.2,4.3
2024-03-09 09:00:00+00:00,2.113051093911931,1.685911989184839,2.766384555956864,1.7,1.02,161,57,9.2,4.7
2024-03-09 12:00:00+00:00,2.1577682255543804,1.6844604374113992,1.8415911632899111,1.77,0.81,147,51,8.5,4.1
2024-03-09 15:00:00+00:00,2.4700982143527517,1.7250350294400216,1.6996421735551475,1.77,0.58,137,69,8.1,3.5
2024-03-09 18:00:00+00:00,2.941815550313052,2.090124384982267,2.492616649706184,1.59,1.17,144,66,8.4,5.0
2024-03-09 21:00:00+00:00,2.38045146072918,1.791582293603795,1.56407779256544,1.66,1.02,132,52,8.0,4.6
2024-03-10 00:00:00+00:00,2.568308753964727,1.8685981506944305,1.8969456647173222,1.63,1.0,126,39,7.8,4.3
2024-03-10 03:00:00+00:00,2.440286448754507,1.7209680644238192,1.8155097918468184,1.49,1.15,128,44,7.9,4.7
2024-03-10 06:00:00+00:00,2.252107187004214,1.6433248556849143,1.602310007887857,1.53,1.23,112,32,7.6,4.9
2024-03-10 09:00:00+00:00,2.154508160616122,1.8196433433037627,1.622645433551384,1.8,0.3,79,5,6.9,2.2
2024-03-10 12:00:00+00:00,1.8829715772786964,1.4790931156052012,1.3347557153850964,1.64,0.51,85,350,7.1,3.3
2024-03-10 15:00:00+00:00,2.005311342845337,1.5888780630983486,1.3603864645565333,1.55,0.52,79,289,7.1,2.7
2024-03-10 18:00:00+00:00,1.6777134793807353,1.4300417229254911,1.3346970894587153,1.3,0.9,83,251,7.4,4.2
2024-03-10 21:00:00+00:00,1.3526131481594992,1.1436351092182173,1.159314029126564,1.0,1.2,89,236,7.5,5.0
2024-03-11 00:00:00+00:00,1.4356647934568043,0.9886505136254219,1.061445217920872,1.1,1.6,111,219,7.3,5.5
2024-03-11 03:00:00+00:00,1.51408796689027,0.9378199666811171,1.2421778936083165,1.2,1.6,147,214,7.3,5.6
2024-03-11 06:00:00+00:00,1.3190494953086942,0.9256053169962062,1.1487344090680858,1.5,1.4,171,217,7.1,5.3
2024-03-11 09:00:00+00:00,1.3427449527489497,0.955814504946539,1.1508826666957486,1.6,1.2,173,212,7.0,5.0
2024-03-11 12:00:00+00:00,1.5414469736999994,0.8998728441185369,1.167283606917902,1.4,1.0,168,216,6.9,4.6
2024-03-11 15:00:00+00:00,1.5143994729671046,0.8292941259894233,1.3097837316725074,1.3,0.9,164,206,7.0,4.6
2024-03-11 18:00:00+00:00,1.4809349226466977,0.7883114114135068,1.3769939392322113,1.06,0.88,163,189,7.1,4.2
2024-03-11 21:00:00+00:00,1.4331386725433013,0.8170660564576013,1.3439221877240048,1.13,0.74,174,168,6.7,4.1
2024-03-12 00:00:00+00:00,1.380311941679921,0.7967933638459765,1.25313803923162,1.2,0.54,166,170,6.6,3.5
2024-03-12 03:00:00+00:00,1.3832835124611762,0.8431884276171624,1.1955986112186046,1.24,0.4,163,184,6.6,2.9
2024-03-12 06:00:00+00:00,1.3590282062488646,0.8321808524349534,1.6793418667652142,1.25,0.36,162,198,6.7,2.8
2024-03-12 09:00:00+00:00,1.5531964562113147,0.9991239223182047,2.0390560366235837,1.28,0.33,163,187,6.8,2.7
2024-03-12 12:00:00+00:00,1.6245826861073362,1.0035539757653182,1.6754558069123728,1.27,0.4,162,191,7.0,3.0
2024-03-12 15:00:00+00:00,1.3357648032536105,0.9761445037467549,1.4136928543601566,1.27,0.42,162,191,7.1,3.0
2024-03-12 18:00:00+00:00,1.2969644974959187,0.9529737450949011,1.295603809854536,1.2,0.5,161,182,7.3,3.4
2024-03-12 21:00:00+00:00,1.103971709044135,0.8755571945589797,1.1254375437663917,1.3,0.2,164,155,7.0,2.0
